timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/04/21 20:54:47.521, 0, 21, 345 MHz, 69.01 W, 0 %, 0 MiB
2026/04/21 20:54:47.523, 1, 24, 345 MHz, 70.25 W, 0 %, 0 MiB
2026/04/21 20:54:47.523, 2, 23, 345 MHz, 70.91 W, 0 %, 0 MiB
2026/04/21 20:54:47.523, 3, 21, 345 MHz, 68.23 W, 0 %, 0 MiB
2026/04/21 20:54:47.523, 4, 21, 345 MHz, 70.86 W, 0 %, 0 MiB
2026/04/21 20:54:47.524, 5, 24, 345 MHz, 70.07 W, 0 %, 0 MiB
2026/04/21 20:54:47.524, 6, 23, 345 MHz, 68.66 W, 0 %, 0 MiB
2026/04/21 20:54:47.524, 7, 21, 345 MHz, 69.48 W, 0 %, 0 MiB
2026/04/21 20:54:48.524, 0, 21, 345 MHz, 69.00 W, 0 %, 0 MiB
2026/04/21 20:54:48.526, 1, 24, 345 MHz, 70.27 W, 0 %, 0 MiB
2026/04/21 20:54:48.526, 2, 23, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 20:54:48.526, 3, 21, 345 MHz, 68.16 W, 0 %, 0 MiB
2026/04/21 20:54:48.527, 4, 21, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/21 20:54:48.527, 5, 24, 345 MHz, 70.03 W, 0 %, 0 MiB
2026/04/21 20:54:48.527, 6, 23, 345 MHz, 68.65 W, 0 %, 0 MiB
2026/04/21 20:54:48.527, 7, 21, 345 MHz, 69.48 W, 0 %, 0 MiB
2026/04/21 20:54:49.528, 0, 21, 345 MHz, 68.99 W, 0 %, 0 MiB
2026/04/21 20:54:49.529, 1, 24, 345 MHz, 70.26 W, 0 %, 0 MiB
2026/04/21 20:54:49.529, 2, 23, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 20:54:49.530, 3, 21, 345 MHz, 68.20 W, 0 %, 0 MiB
2026/04/21 20:54:49.530, 4, 21, 345 MHz, 70.92 W, 0 %, 0 MiB
2026/04/21 20:54:49.530, 5, 24, 345 MHz, 70.05 W, 0 %, 0 MiB
2026/04/21 20:54:49.530, 6, 23, 345 MHz, 68.66 W, 0 %, 0 MiB
2026/04/21 20:54:49.531, 7, 21, 345 MHz, 69.55 W, 0 %, 0 MiB
2026/04/21 20:54:50.531, 0, 21, 345 MHz, 68.93 W, 0 %, 0 MiB
2026/04/21 20:54:50.533, 1, 24, 345 MHz, 70.28 W, 0 %, 0 MiB
2026/04/21 20:54:50.533, 2, 23, 345 MHz, 70.96 W, 0 %, 0 MiB
2026/04/21 20:54:50.533, 3, 21, 345 MHz, 68.23 W, 0 %, 0 MiB
2026/04/21 20:54:50.534, 4, 21, 345 MHz, 70.87 W, 0 %, 0 MiB
2026/04/21 20:54:50.534, 5, 24, 345 MHz, 69.97 W, 0 %, 0 MiB
2026/04/21 20:54:50.534, 6, 23, 345 MHz, 68.69 W, 0 %, 0 MiB
2026/04/21 20:54:50.535, 7, 21, 345 MHz, 69.51 W, 0 %, 0 MiB
2026/04/21 20:54:51.535, 0, 21, 345 MHz, 69.00 W, 0 %, 0 MiB
2026/04/21 20:54:51.536, 1, 24, 345 MHz, 70.30 W, 0 %, 0 MiB
2026/04/21 20:54:51.536, 2, 23, 345 MHz, 70.93 W, 0 %, 0 MiB
2026/04/21 20:54:51.537, 3, 21, 345 MHz, 68.17 W, 0 %, 0 MiB
2026/04/21 20:54:51.537, 4, 21, 345 MHz, 70.86 W, 0 %, 0 MiB
2026/04/21 20:54:51.537, 5, 24, 345 MHz, 70.04 W, 0 %, 0 MiB
2026/04/21 20:54:51.537, 6, 23, 345 MHz, 68.76 W, 0 %, 0 MiB
2026/04/21 20:54:51.538, 7, 21, 345 MHz, 69.51 W, 0 %, 0 MiB
2026/04/21 20:54:52.538, 0, 21, 345 MHz, 69.06 W, 0 %, 0 MiB
2026/04/21 20:54:52.539, 1, 24, 345 MHz, 70.25 W, 0 %, 0 MiB
2026/04/21 20:54:52.539, 2, 23, 345 MHz, 70.90 W, 0 %, 0 MiB
2026/04/21 20:54:52.540, 3, 21, 345 MHz, 68.20 W, 0 %, 0 MiB
