step,grad_total,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10
3355,0.0923,0.0165,0.0156,0.0161,0.0265,0.0261,0.0274,0.0194,0.0195,0.0167,0.0236,0.0355
3360,0.0943,0.018,0.0182,0.018,0.0298,0.0291,0.0305,0.0204,0.0192,0.0173,0.0239,0.0359
3365,0.0818,0.018,0.0176,0.0171,0.0275,0.027,0.0278,0.0172,0.0167,0.0156,0.022,0.0304
3370,0.0958,0.019,0.0187,0.0187,0.0309,0.0294,0.0314,0.0197,0.0197,0.0168,0.0239,0.0321
3375,0.0871,0.0167,0.0162,0.017,0.029,0.0294,0.0306,0.0201,0.0185,0.0171,0.0239,0.0343
3380,0.093,0.0173,0.0166,0.0177,0.0293,0.0289,0.0312,0.0216,0.0195,0.0191,0.0266,0.0446
3385,0.0933,0.0173,0.0172,0.018,0.0304,0.0305,0.0322,0.0207,0.0194,0.018,0.0253,0.0326
3390,0.0966,0.0181,0.0187,0.0188,0.033,0.0336,0.0341,0.021,0.0198,0.0174,0.0244,0.0391
3395,0.0994,0.0169,0.0165,0.0176,0.0316,0.0328,0.0339,0.0229,0.0203,0.0184,0.0262,0.0506
3400,0.0912,0.0177,0.0169,0.0178,0.0298,0.0308,0.0313,0.02,0.0186,0.0173,0.024,0.0389
3405,0.1019,0.0177,0.0176,0.0186,0.0328,0.0337,0.0333,0.0207,0.0205,0.0177,0.024,0.0404
3410,0.0894,0.0169,0.0171,0.0181,0.0316,0.0312,0.0321,0.0197,0.0186,0.0171,0.0239,0.0374
3415,0.0891,0.0182,0.0188,0.0199,0.0334,0.0333,0.0339,0.0191,0.017,0.0157,0.0218,0.0279
3420,0.0907,0.0167,0.0162,0.0171,0.0267,0.0273,0.0287,0.0196,0.0192,0.0173,0.023,0.0347
3425,0.101,0.0184,0.0184,0.0195,0.0338,0.0322,0.0337,0.0205,0.0197,0.0167,0.0239,0.0381
3430,0.1017,0.0187,0.0198,0.0203,0.0346,0.0331,0.0346,0.0222,0.0211,0.0187,0.0263,0.0391
3435,0.0886,0.0183,0.0189,0.0197,0.0312,0.031,0.0325,0.0193,0.0177,0.0167,0.0239,0.0322
3440,0.0859,0.0173,0.0175,0.0177,0.0296,0.0289,0.0301,0.0192,0.0181,0.0169,0.0249,0.0283
3445,0.0926,0.0172,0.0173,0.0178,0.0303,0.0294,0.0312,0.0193,0.0192,0.0173,0.0236,0.0339
3450,0.0903,0.0175,0.0172,0.0175,0.0291,0.0288,0.0314,0.0204,0.0191,0.0175,0.0246,0.034
3455,0.0899,0.0178,0.0181,0.0183,0.0313,0.031,0.0331,0.0205,0.0189,0.0175,0.0238,0.0352
3460,0.0932,0.0166,0.0165,0.0172,0.0294,0.0297,0.0314,0.0211,0.0204,0.0175,0.0234,0.0357
3465,0.0878,0.0169,0.0174,0.0177,0.0308,0.0303,0.031,0.0184,0.017,0.0161,0.0224,0.0346
3470,0.1023,0.0174,0.0177,0.0184,0.0346,0.0365,0.036,0.0231,0.0212,0.0193,0.0265,0.0449
3475,0.0827,0.0162,0.0159,0.0158,0.0267,0.0261,0.0277,0.0178,0.018,0.0162,0.0227,0.0321
3480,0.0925,0.0188,0.0191,0.0188,0.0295,0.0296,0.0314,0.0216,0.0202,0.0184,0.0252,0.0388
3485,0.0944,0.0174,0.0174,0.0188,0.0311,0.0312,0.0332,0.0219,0.0214,0.0196,0.0263,0.0344
3490,0.0896,0.0175,0.0171,0.0178,0.0307,0.031,0.032,0.0199,0.0188,0.0179,0.0237,0.0319
3495,0.0846,0.018,0.0185,0.019,0.0302,0.0292,0.0302,0.0189,0.0182,0.0177,0.0255,0.0289
3500,0.0863,0.0166,0.0162,0.0169,0.0293,0.0303,0.031,0.0197,0.0181,0.0162,0.0231,0.03
3505,0.0817,0.0161,0.016,0.0168,0.0274,0.0275,0.0281,0.0194,0.0182,0.0166,0.023,0.0303
3510,0.101,0.0172,0.0176,0.0183,0.031,0.0299,0.0321,0.022,0.0224,0.0198,0.0273,0.0398
3515,0.1011,0.0168,0.0169,0.0176,0.0301,0.0302,0.0328,0.0221,0.0214,0.0192,0.0256,0.041
3520,0.0953,0.0188,0.0189,0.0193,0.0342,0.0338,0.0339,0.0205,0.0191,0.018,0.0253,0.0404
3525,0.0836,0.0153,0.0151,0.0155,0.0264,0.0273,0.0277,0.0182,0.0176,0.0166,0.0234,0.0359
3530,0.0943,0.0169,0.0166,0.0177,0.0302,0.0309,0.0317,0.0203,0.0197,0.0179,0.025,0.0339
3535,0.0877,0.0165,0.0175,0.0185,0.0318,0.0319,0.034,0.0209,0.0185,0.017,0.0235,0.0285
3540,0.0896,0.0175,0.0186,0.0196,0.0343,0.0328,0.0345,0.0198,0.0179,0.0168,0.0241,0.0311
3545,0.0952,0.017,0.0173,0.0184,0.0297,0.0293,0.0309,0.0204,0.0199,0.0177,0.024,0.0384
3550,0.0895,0.0159,0.0156,0.0159,0.0265,0.0259,0.0274,0.019,0.0194,0.0173,0.0241,0.0369
3555,0.0844,0.0171,0.0168,0.0175,0.0281,0.0275,0.0292,0.0188,0.0182,0.0166,0.0237,0.0317
3560,0.0873,0.0165,0.0172,0.018,0.0311,0.0313,0.0326,0.0196,0.0181,0.0168,0.0234,0.0324
3565,0.0796,0.0187,0.017,0.0167,0.0261,0.0258,0.0271,0.0175,0.0176,0.0167,0.0225,0.0288
3570,0.0893,0.0173,0.0177,0.0185,0.0301,0.029,0.0302,0.0194,0.0191,0.0172,0.0245,0.0338
3575,0.0859,0.0157,0.0152,0.0164,0.0261,0.0256,0.0276,0.0199,0.0196,0.0171,0.0228,0.0325
3580,0.0861,0.0163,0.0163,0.0174,0.0293,0.0298,0.0304,0.0195,0.0186,0.0164,0.0228,0.0308
3585,0.0746,0.0145,0.0143,0.0147,0.0248,0.0249,0.0255,0.0168,0.0165,0.0154,0.0219,0.028
3590,0.0795,0.0155,0.0154,0.0158,0.0261,0.0253,0.0259,0.0168,0.017,0.0161,0.022,0.0301
3595,0.083,0.0161,0.0165,0.0167,0.0298,0.0299,0.0299,0.0186,0.0174,0.0163,0.0229,0.0335
3600,0.0865,0.0161,0.0154,0.0158,0.0279,0.0292,0.029,0.0203,0.0195,0.0178,0.0242,0.0392
3605,0.0795,0.0176,0.0165,0.0162,0.0259,0.0256,0.0261,0.0167,0.0168,0.0158,0.0222,0.0309
3610,0.1018,0.0185,0.0189,0.0211,0.0365,0.0356,0.0382,0.0232,0.021,0.0191,0.0263,0.0355
3615,0.101,0.019,0.0193,0.0216,0.0378,0.0381,0.0392,0.0227,0.0203,0.0187,0.0262,0.0376
3620,0.0778,0.0163,0.0156,0.0172,0.0278,0.0283,0.0296,0.0176,0.0161,0.0155,0.0225,0.0261
3625,0.0798,0.0161,0.016,0.016,0.027,0.0261,0.0271,0.0182,0.0177,0.0165,0.0228,0.0323
3630,0.0896,0.0171,0.0174,0.0179,0.03,0.0297,0.0305,0.0194,0.0185,0.0171,0.0235,0.0347
3635,0.0848,0.0147,0.0139,0.0146,0.0245,0.0241,0.0251,0.0174,0.0189,0.0167,0.023,0.0331
3640,0.0895,0.0167,0.0173,0.0185,0.0318,0.033,0.0338,0.0209,0.0189,0.0181,0.024,0.0325
3645,0.0956,0.0175,0.0178,0.0181,0.0297,0.0285,0.0307,0.0214,0.02,0.0185,0.0249,0.0398
3650,0.0812,0.0163,0.0164,0.0166,0.0262,0.0259,0.0282,0.0197,0.0181,0.0168,0.0235,0.0327
3655,0.0904,0.0167,0.017,0.0177,0.0294,0.0291,0.0295,0.0191,0.0195,0.017,0.0232,0.0362
3660,0.0834,0.0153,0.0151,0.0162,0.0266,0.0272,0.0277,0.0188,0.0188,0.0172,0.0243,0.0352
3665,0.0933,0.0182,0.0178,0.0188,0.0325,0.0346,0.0345,0.0214,0.0196,0.0179,0.0249,0.0342
3670,0.0897,0.0179,0.0189,0.0185,0.0312,0.0303,0.0312,0.0195,0.019,0.0174,0.0248,0.0319
3675,0.0837,0.0167,0.0173,0.0168,0.0262,0.0264,0.0274,0.0193,0.019,0.0172,0.0239,0.0315
3680,0.0841,0.016,0.0164,0.017,0.0297,0.0288,0.0294,0.0178,0.0175,0.0163,0.0228,0.0309
3685,0.0897,0.0173,0.0184,0.0193,0.0339,0.0336,0.0356,0.021,0.0188,0.0172,0.0243,0.0284
3690,0.0786,0.0174,0.0181,0.0173,0.0284,0.0275,0.0279,0.0172,0.0167,0.0157,0.0225,0.0259
3695,0.0849,0.0171,0.0167,0.0179,0.0297,0.0291,0.0302,0.0187,0.0181,0.0167,0.0236,0.0323
3700,0.0817,0.0173,0.017,0.0172,0.0275,0.0268,0.0279,0.0183,0.0181,0.0174,0.0236,0.0305
3705,0.0817,0.0166,0.0168,0.0172,0.0288,0.0278,0.0283,0.0175,0.0175,0.0163,0.0225,0.0289
3710,0.0846,0.0162,0.0157,0.0166,0.0284,0.0278,0.03,0.0196,0.0187,0.0174,0.0239,0.0311
3715,0.0837,0.0169,0.0166,0.0172,0.0289,0.0285,0.0293,0.0184,0.0177,0.0169,0.0233,0.0311
3720,0.087,0.0161,0.0162,0.0171,0.0305,0.0308,0.0318,0.0198,0.0181,0.0169,0.0237,0.0359
3725,0.0838,0.0171,0.0169,0.0171,0.0293,0.0276,0.0284,0.0174,0.0174,0.0161,0.0231,0.0277
3730,0.0822,0.0157,0.0154,0.0161,0.0279,0.0276,0.029,0.0189,0.0188,0.0172,0.0237,0.0285
3735,0.0856,0.0164,0.0166,0.0178,0.0318,0.0314,0.0322,0.0184,0.0177,0.0167,0.0234,0.0317
3740,0.0835,0.0165,0.017,0.0173,0.0311,0.0312,0.0311,0.0183,0.0173,0.0161,0.0224,0.0286
3745,0.0847,0.016,0.0152,0.0161,0.0282,0.0279,0.0293,0.0187,0.0182,0.017,0.0236,0.0389
3750,0.0777,0.0156,0.0153,0.0168,0.0276,0.0278,0.029,0.0181,0.0171,0.0166,0.0231,0.0262
3755,0.0821,0.017,0.0167,0.0177,0.0303,0.0301,0.0301,0.0179,0.0177,0.0169,0.0237,0.0272
3760,0.0814,0.0147,0.0141,0.0149,0.0265,0.0272,0.0279,0.0183,0.0182,0.0168,0.0228,0.0339
3765,0.088,0.0183,0.0188,0.0192,0.0321,0.0321,0.0316,0.019,0.0183,0.017,0.0242,0.0321
3770,0.0839,0.0161,0.0158,0.0163,0.0274,0.0278,0.0283,0.0191,0.0184,0.0167,0.0221,0.0344
3775,0.0848,0.0163,0.0156,0.0164,0.0278,0.0279,0.0282,0.0191,0.0191,0.0174,0.0237,0.0333
3780,0.0735,0.0159,0.0151,0.0148,0.025,0.0252,0.0252,0.016,0.0162,0.0156,0.0216,0.0256
3785,0.0857,0.0165,0.0175,0.0178,0.0324,0.0328,0.0334,0.0195,0.0174,0.0163,0.0224,0.0303
3790,0.0829,0.0164,0.0165,0.0175,0.0315,0.0312,0.0316,0.0185,0.017,0.0162,0.0226,0.0299
3795,0.0728,0.0145,0.0141,0.0144,0.0245,0.0241,0.0247,0.0166,0.0166,0.0153,0.0216,0.028
3800,0.0833,0.0171,0.0179,0.0186,0.032,0.031,0.0309,0.0178,0.0171,0.0163,0.0229,0.0281
3805,0.0875,0.0171,0.0176,0.0184,0.0329,0.0331,0.0342,0.0206,0.0185,0.0182,0.0253,0.0295
3810,0.0758,0.016,0.0154,0.0158,0.0261,0.0263,0.0266,0.0174,0.0165,0.0163,0.023,0.0265
3815,0.0868,0.0174,0.0169,0.0177,0.0288,0.0285,0.0302,0.0195,0.0194,0.0172,0.0241,0.0325
3820,0.0808,0.0166,0.0171,0.0177,0.029,0.0288,0.0283,0.0177,0.017,0.0162,0.0229,0.0298
3825,0.0782,0.016,0.015,0.0154,0.0254,0.0253,0.026,0.0184,0.0184,0.0173,0.0238,0.0326
3830,0.0714,0.0147,0.0139,0.014,0.0236,0.0242,0.0247,0.0164,0.0162,0.0156,0.0218,0.0267
3835,0.0859,0.0181,0.0189,0.0191,0.0317,0.0314,0.0322,0.0197,0.018,0.017,0.024,0.0313
3840,0.0798,0.0164,0.0164,0.0166,0.0276,0.0275,0.0282,0.0183,0.0178,0.0162,0.023,0.0298
3845,0.0856,0.017,0.0173,0.0174,0.0301,0.0295,0.0296,0.0185,0.0178,0.0171,0.024,0.0354
3850,0.0744,0.0149,0.0153,0.0154,0.0259,0.0259,0.026,0.0166,0.016,0.0153,0.0214,0.0265
3855,0.0751,0.0156,0.0155,0.0157,0.0261,0.0258,0.0263,0.0174,0.0168,0.0158,0.0226,0.0264
3860,0.0825,0.017,0.017,0.0169,0.0283,0.0276,0.0275,0.0187,0.018,0.0173,0.0248,0.035
3865,0.082,0.0164,0.0157,0.0165,0.0277,0.0288,0.0287,0.0189,0.0185,0.0175,0.024,0.0315
3870,0.0755,0.0152,0.0144,0.0151,0.0259,0.0269,0.027,0.0174,0.0168,0.0161,0.0227,0.0283
3875,0.0811,0.017,0.017,0.0176,0.0281,0.028,0.0293,0.019,0.0182,0.0175,0.0254,0.0285
3880,0.0835,0.0164,0.0169,0.0174,0.0302,0.0301,0.0307,0.0176,0.0177,0.0161,0.0222,0.0278
3885,0.0746,0.0155,0.0154,0.0156,0.0264,0.0265,0.0271,0.0169,0.0161,0.0159,0.0225,0.0258
3890,0.0825,0.0159,0.0166,0.0171,0.0303,0.0311,0.0317,0.0185,0.0171,0.0163,0.0222,0.0296
3895,0.0797,0.0153,0.0147,0.0159,0.0261,0.0258,0.0271,0.018,0.0178,0.0164,0.0234,0.0321
3900,0.0821,0.0159,0.0161,0.0162,0.0295,0.0296,0.0291,0.0186,0.0179,0.0167,0.0236,0.0333
3905,0.077,0.0144,0.0138,0.0145,0.0263,0.0274,0.0277,0.0174,0.0164,0.0157,0.0217,0.0319
3910,0.0746,0.0154,0.0153,0.0152,0.0252,0.0247,0.0251,0.0172,0.0168,0.0159,0.0224,0.0279
3915,0.0733,0.0153,0.0148,0.0148,0.0251,0.0247,0.0249,0.0161,0.0165,0.0159,0.0223,0.0285
3920,0.0763,0.016,0.0163,0.0166,0.0277,0.028,0.0278,0.0166,0.0164,0.0156,0.0225,0.0255
3925,0.0764,0.0156,0.0156,0.0165,0.0276,0.027,0.0281,0.0177,0.017,0.016,0.022,0.0262
3930,0.0795,0.015,0.0149,0.0159,0.0266,0.0273,0.0276,0.0185,0.0178,0.0166,0.0226,0.0315
3935,0.0767,0.0154,0.0148,0.0152,0.026,0.0264,0.0269,0.0173,0.0175,0.0163,0.0227,0.029
3940,0.0677,0.0141,0.0135,0.0139,0.0226,0.0223,0.0227,0.0154,0.0158,0.0155,0.0218,0.0254
3945,0.0754,0.0152,0.0149,0.0158,0.0262,0.0257,0.0264,0.0181,0.0174,0.0164,0.0226,0.0262
3950,0.0756,0.016,0.0157,0.0164,0.0276,0.0264,0.0265,0.0167,0.0166,0.016,0.0225,0.0279
3955,0.0764,0.0158,0.0155,0.016,0.0269,0.0284,0.0283,0.0176,0.0173,0.0162,0.0224,0.0274
3960,0.0707,0.0148,0.015,0.0148,0.025,0.0241,0.0246,0.0162,0.0161,0.0158,0.0218,0.0262
3965,0.073,0.0158,0.0155,0.0156,0.0271,0.0265,0.0265,0.0163,0.016,0.0154,0.0214,0.0259
3970,0.0761,0.0168,0.0159,0.0165,0.0263,0.0268,0.0278,0.0185,0.0173,0.0167,0.0229,0.0266
3975,0.0763,0.0164,0.0162,0.0166,0.0256,0.0256,0.0268,0.018,0.0176,0.0166,0.0228,0.0278
3980,0.071,0.0157,0.0158,0.0157,0.0256,0.0248,0.0249,0.0163,0.016,0.0154,0.0217,0.025
3985,0.071,0.0147,0.0141,0.0148,0.0245,0.024,0.0243,0.0159,0.0161,0.0155,0.0217,0.0276
3990,0.0701,0.0152,0.0144,0.0143,0.0224,0.0226,0.023,0.016,0.0159,0.0154,0.022,0.0277
3995,0.0744,0.0159,0.0155,0.0163,0.0264,0.0263,0.0269,0.0173,0.0167,0.0159,0.0221,0.0259
4000,0.0733,0.0155,0.0154,0.0154,0.0254,0.0249,0.0246,0.0161,0.0166,0.0163,0.0225,0.0264
4005,0.0761,0.0161,0.0161,0.0162,0.026,0.0254,0.0259,0.0173,0.0168,0.0162,0.023,0.0282
4010,0.072,0.0151,0.0146,0.0147,0.0238,0.0242,0.0247,0.0173,0.0173,0.0163,0.0228,0.0272
4015,0.0734,0.0153,0.0158,0.0165,0.0272,0.0263,0.0256,0.0168,0.0163,0.0158,0.0216,0.0264
4020,0.0743,0.0155,0.0156,0.0159,0.026,0.0258,0.0258,0.0168,0.017,0.0166,0.0235,0.0258
4025,0.074,0.0159,0.0158,0.0157,0.0256,0.0255,0.0251,0.0165,0.0164,0.0159,0.0226,0.0267
4030,0.0721,0.0152,0.0148,0.0153,0.0247,0.025,0.0243,0.0162,0.0166,0.0163,0.0225,0.0269
4035,0.0778,0.017,0.0174,0.0169,0.027,0.0266,0.0271,0.0175,0.0172,0.0168,0.0237,0.0279
4040,0.0724,0.0152,0.0143,0.0145,0.0234,0.0241,0.0243,0.0168,0.0168,0.016,0.0226,0.0282
4045,0.0816,0.0163,0.017,0.0181,0.0315,0.0309,0.0308,0.0178,0.0169,0.0161,0.0226,0.0289
4050,0.079,0.0164,0.0166,0.0169,0.029,0.0288,0.0288,0.0183,0.0174,0.0164,0.0236,0.0286
4055,0.0743,0.0165,0.016,0.0161,0.0271,0.027,0.0272,0.017,0.0163,0.0159,0.0227,0.0259
4060,0.0776,0.016,0.016,0.016,0.0268,0.0262,0.0266,0.0177,0.0176,0.0167,0.0231,0.0297
4065,0.0713,0.0155,0.0152,0.0154,0.0264,0.0263,0.0262,0.016,0.0157,0.0154,0.0213,0.0252
4070,0.074,0.0164,0.0166,0.0171,0.0275,0.0274,0.0267,0.0163,0.0162,0.0157,0.0213,0.0253
4075,0.0694,0.0159,0.0153,0.0153,0.0245,0.0238,0.0234,0.0156,0.0159,0.0157,0.0216,0.0251
4080,0.0715,0.0149,0.014,0.0146,0.024,0.0248,0.0251,0.017,0.0165,0.0162,0.0226,0.027
4085,0.0735,0.0151,0.0152,0.0154,0.0255,0.0254,0.0254,0.0171,0.0167,0.016,0.0224,0.0281
4090,0.0781,0.0162,0.0171,0.0175,0.0296,0.0295,0.0284,0.0167,0.0167,0.016,0.022,0.0272
4095,0.0706,0.0148,0.0145,0.0149,0.0248,0.0245,0.0246,0.0163,0.0163,0.0159,0.022,0.026
4100,0.0683,0.0148,0.0139,0.0141,0.023,0.0233,0.0233,0.0158,0.0162,0.0157,0.0216,0.0251
4105,0.072,0.0155,0.0146,0.0149,0.0242,0.0239,0.0243,0.0167,0.0167,0.0163,0.0232,0.0278
4110,0.0708,0.0156,0.0154,0.015,0.0246,0.0244,0.025,0.0162,0.0156,0.0152,0.0215,0.0275
4115,0.0689,0.0152,0.0147,0.015,0.0243,0.0244,0.0238,0.0156,0.0158,0.0154,0.0217,0.0244
4120,0.0745,0.0158,0.0152,0.0158,0.0264,0.026,0.0266,0.0175,0.017,0.0162,0.022,0.0268
4125,0.0691,0.0153,0.0149,0.0149,0.0238,0.0235,0.0238,0.0158,0.0158,0.0156,0.0216,0.0255
4130,0.0708,0.015,0.0146,0.0148,0.0241,0.0243,0.0246,0.0165,0.0162,0.016,0.0222,0.028
4135,0.0705,0.0147,0.014,0.0143,0.0237,0.0239,0.0243,0.0165,0.0165,0.0163,0.0226,0.0272
4140,0.0721,0.0148,0.0143,0.0149,0.0253,0.0252,0.0261,0.0174,0.0168,0.0166,0.0227,0.0261
4145,0.0694,0.0144,0.0138,0.0146,0.0243,0.0242,0.025,0.0166,0.0161,0.0159,0.0215,0.026
4150,0.0711,0.0161,0.0161,0.0159,0.0246,0.0235,0.0244,0.0164,0.0166,0.0163,0.0224,0.0263
4155,0.0721,0.0156,0.0153,0.0152,0.0251,0.0247,0.025,0.0166,0.0166,0.0162,0.0224,0.0268
4160,0.0729,0.0148,0.0141,0.0146,0.0237,0.0241,0.0244,0.0175,0.0175,0.0162,0.0223,0.0296
4165,0.0746,0.016,0.0158,0.0163,0.0274,0.0273,0.0275,0.0172,0.0166,0.016,0.0224,0.0258
4170,0.0675,0.0154,0.0149,0.0149,0.0234,0.0234,0.0231,0.0155,0.0155,0.0152,0.0208,0.0254
4175,0.072,0.0154,0.0152,0.0155,0.0252,0.0249,0.025,0.0166,0.0167,0.0161,0.0224,0.0265
4180,0.0723,0.0156,0.0149,0.0148,0.0244,0.0244,0.0238,0.016,0.0168,0.0163,0.0222,0.0281
4185,0.0709,0.0163,0.0148,0.0152,0.0241,0.0246,0.0239,0.0161,0.0169,0.016,0.0222,0.0269
4190,0.0695,0.0149,0.0145,0.0147,0.0238,0.0234,0.0234,0.0156,0.016,0.0159,0.0223,0.0266
4195,0.0703,0.0153,0.0154,0.0151,0.0241,0.0238,0.024,0.0166,0.0161,0.0158,0.0225,0.0259
4200,0.0773,0.0161,0.0165,0.0166,0.0295,0.0296,0.0295,0.0176,0.0163,0.0161,0.0221,0.0276
4205,0.0698,0.0151,0.0146,0.0147,0.0239,0.0242,0.0245,0.0168,0.0164,0.0158,0.0213,0.0261
4210,0.0705,0.0145,0.0142,0.0149,0.025,0.0248,0.0241,0.0158,0.0161,0.0154,0.0212,0.0263
4215,0.0693,0.0148,0.0145,0.0147,0.0241,0.0236,0.0238,0.0165,0.0163,0.016,0.0226,0.0262
4220,0.0675,0.0153,0.0148,0.0148,0.0241,0.0236,0.0236,0.0159,0.0156,0.0153,0.021,0.0239
4225,0.0709,0.0158,0.0157,0.0157,0.0242,0.0237,0.0245,0.0166,0.0166,0.0162,0.0228,0.0264
4230,0.0686,0.0144,0.014,0.0143,0.0233,0.0231,0.0238,0.0166,0.0163,0.0159,0.0221,0.0262
4235,0.0711,0.0154,0.0148,0.0151,0.0243,0.0247,0.0245,0.0165,0.0166,0.0159,0.022,0.0266
4240,0.0717,0.0162,0.0162,0.0163,0.0266,0.0258,0.0252,0.016,0.016,0.0157,0.0216,0.0256
4245,0.0711,0.0151,0.0146,0.0147,0.0246,0.0244,0.0247,0.0167,0.0166,0.0158,0.0218,0.0266
4250,0.0674,0.0145,0.0143,0.0144,0.0229,0.0228,0.0233,0.016,0.0158,0.0154,0.0211,0.0251
4255,0.0688,0.0152,0.015,0.0154,0.0245,0.0247,0.0241,0.0158,0.0157,0.0156,0.022,0.0249
4260,0.0696,0.0154,0.0156,0.0149,0.0237,0.0241,0.024,0.0164,0.0159,0.0159,0.0221,0.0265
4265,0.0684,0.015,0.0145,0.015,0.0246,0.0242,0.0241,0.016,0.0158,0.0153,0.021,0.0243
4270,0.0695,0.0151,0.0143,0.0142,0.0233,0.0232,0.0235,0.0161,0.0162,0.016,0.0225,0.0268
4275,0.0698,0.0153,0.0148,0.0151,0.0248,0.0248,0.0246,0.0165,0.0163,0.0158,0.0215,0.026
4280,0.0676,0.0143,0.0137,0.014,0.0232,0.0235,0.0228,0.0157,0.0162,0.0155,0.0214,0.0258
4285,0.0679,0.0147,0.0147,0.0147,0.0241,0.024,0.0239,0.0159,0.0157,0.0153,0.0207,0.025
4290,0.0681,0.0148,0.0141,0.0151,0.024,0.0242,0.0241,0.0161,0.0159,0.0154,0.0215,0.0251
4295,0.0695,0.0157,0.0154,0.0153,0.0246,0.0243,0.0248,0.0159,0.0159,0.0156,0.0223,0.0249
4300,0.0692,0.0152,0.0151,0.015,0.0246,0.0238,0.0237,0.0161,0.0161,0.0153,0.0214,0.0257
4305,0.07,0.0147,0.0146,0.0148,0.0252,0.0249,0.0249,0.0162,0.0161,0.0157,0.0215,0.0257
4310,0.0699,0.0151,0.0152,0.0155,0.0249,0.0246,0.0246,0.0161,0.0163,0.0158,0.0216,0.0254
4315,0.0683,0.0146,0.0142,0.0145,0.0243,0.0238,0.0239,0.0164,0.0161,0.0157,0.0215,0.0256
4320,0.0677,0.0149,0.0144,0.0147,0.0238,0.0236,0.0239,0.0158,0.0156,0.0153,0.0213,0.025
4325,0.0709,0.0156,0.0154,0.0159,0.0253,0.0248,0.0255,0.017,0.0165,0.016,0.0222,0.026
4330,0.0668,0.0153,0.0149,0.0148,0.0239,0.0238,0.0232,0.0158,0.0157,0.0153,0.0209,0.0239
4335,0.0669,0.015,0.0143,0.0145,0.024,0.0237,0.0233,0.0155,0.0158,0.0153,0.0212,0.0243
4340,0.0676,0.0148,0.0147,0.0149,0.0237,0.0234,0.0236,0.0155,0.0157,0.0156,0.0215,0.0253
4345,0.0668,0.0149,0.0146,0.0147,0.0238,0.023,0.0229,0.0156,0.0154,0.0154,0.0212,0.0245
4350,0.0678,0.0153,0.0148,0.0146,0.0237,0.024,0.024,0.0161,0.0159,0.0155,0.0218,0.0249
4355,0.0661,0.0145,0.014,0.0141,0.0235,0.024,0.0234,0.0154,0.0152,0.0151,0.0207,0.0241
4360,0.0672,0.0149,0.0146,0.0145,0.0235,0.0232,0.0236,0.0155,0.0155,0.0155,0.0219,0.0246
4365,0.071,0.0153,0.0147,0.0155,0.0252,0.0245,0.0243,0.0165,0.0163,0.0158,0.0218,0.0281
4370,0.0672,0.0157,0.0147,0.0145,0.0228,0.0227,0.0227,0.0159,0.0159,0.0156,0.0213,0.026
4375,0.0645,0.0142,0.0136,0.0138,0.0223,0.0222,0.0221,0.0151,0.0153,0.015,0.0208,0.0244
4380,0.066,0.0151,0.0146,0.0143,0.0231,0.023,0.023,0.0158,0.0157,0.0152,0.021,0.0246
4385,0.0693,0.0152,0.0153,0.0158,0.0252,0.0247,0.0246,0.0163,0.0162,0.0158,0.0218,0.0249
4390,0.0683,0.0147,0.0141,0.0146,0.0238,0.0239,0.0235,0.0165,0.0159,0.0156,0.0216,0.027
4395,0.0666,0.0144,0.014,0.0144,0.0231,0.0232,0.0237,0.0163,0.016,0.0155,0.0213,0.0251
4400,0.0658,0.0145,0.014,0.0145,0.0236,0.0233,0.0231,0.0153,0.0153,0.0153,0.0212,0.0237
4405,0.0661,0.0146,0.0143,0.0142,0.023,0.0234,0.0235,0.0154,0.0156,0.0154,0.0213,0.0238
4410,0.0659,0.0152,0.0143,0.0144,0.0238,0.0238,0.023,0.0153,0.0152,0.015,0.0209,0.0237
4415,0.0655,0.0145,0.0139,0.014,0.0228,0.0232,0.0227,0.0158,0.0158,0.0152,0.0205,0.0246
4420,0.0624,0.0143,0.0136,0.0136,0.021,0.021,0.0211,0.0153,0.0153,0.0151,0.0203,0.0238
4425,0.0657,0.0145,0.0141,0.0144,0.0233,0.0237,0.0239,0.0161,0.0153,0.0152,0.0204,0.0232
4430,0.067,0.0147,0.0145,0.0148,0.0234,0.024,0.0236,0.0157,0.0156,0.0153,0.021,0.0258
4435,0.0641,0.015,0.0145,0.0141,0.0219,0.0219,0.0219,0.0153,0.0154,0.0151,0.0204,0.0239
4440,0.0675,0.0152,0.0146,0.0147,0.0243,0.0245,0.0247,0.0161,0.0158,0.0152,0.0207,0.0247
4445,0.0638,0.0139,0.0132,0.0135,0.0226,0.0222,0.022,0.015,0.0151,0.015,0.0206,0.0241
4450,0.0647,0.0148,0.0144,0.0142,0.0224,0.0223,0.0225,0.0154,0.0154,0.0153,0.0209,0.024
4455,0.0665,0.0153,0.0145,0.0147,0.0239,0.0236,0.0233,0.0156,0.0155,0.0149,0.0205,0.025
4460,0.0633,0.0143,0.0134,0.0136,0.0217,0.0215,0.0213,0.0152,0.0154,0.0152,0.0213,0.0242
4465,0.0634,0.015,0.0142,0.0141,0.0226,0.0219,0.0224,0.0151,0.015,0.0148,0.0201,0.023
4470,0.0642,0.0149,0.0148,0.0148,0.0228,0.0225,0.0224,0.0157,0.0152,0.0149,0.0202,0.0231
4475,0.0626,0.0145,0.0137,0.0135,0.0214,0.0217,0.0214,0.0151,0.015,0.0146,0.0199,0.024
